timestamp,event,detail,confidence,match,reference_frame,turn,player_active,opponent_active,weather,terrain,trick_room,tailwind,screens,field_status,actor,pokemon,hp_percent,reference_frame_shows_subject,manual_correction,winner,source,player_team,opponent_team,player_brought,opponent_brought,player_lead,opponent_lead,illegal_species_detected,likely_missed_opponent_species,roster_conflict,roster_conflict_species,target,move,hp_current,hp_max,status
1474,field_state,"Pelipper sent out, Drizzle activated, setting Rain.",1.0,2,match_frames\match_2\ocr_00846.jpg,,"Archaludon, Pelipper","Charizard, Whimsicott",Rain,,False,player,Reflect,[],,,,,,,,,,,,,,,,,,,,,,
1476.0,pokemon_sent_out,Pelipper sent out,0.95,2,match_frames\match_2\ocr_00853.jpg,,,,,,,,,,player,Pelipper,,True,,,ocr,,,,,,,,,,,,,,,
1477.0,pokemon_sent_out,Pelipper! a sent out,0.95,2,match_frames\match_2\ocr_00855.jpg,,,,,,,,,,player,Pelipper,,True,,,ocr,,,,,,,,,,,,,,,
1479.5,weather_or_terrain_set,It started to rain!,0.95,2,match_frames\match_2\ocr_00860.jpg,,,,,,,,,,,,,,,,ocr,,,,,,,,,,,,,,,
1489,field_state,Initial field state at the start of the turn.,1.0,2,match_frames\match_2\ocr_00878.jpg,1,"Archaludon, Pelipper","Whimsicott, Charizard",Rain,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1497.5,pokemon_sent_out,Garchomp the Rank Master sent out,0.95,2,match_frames\match_2\ocr_00896.jpg,,,,,,,,,,,Garchomp,,,,,ocr,,,,,,,,,,,,,,,
1498.0,pokemon_sent_out,Garchomp the Rank Master! sent out,0.95,2,match_frames\match_2\ocr_00897.jpg,,,,,,,,,,,Garchomp,,,,,ocr,,,,,,,,,,,,,,,
1498.5,pokemon_sent_out,Garchomp the Rank Master! a sent out,0.95,2,match_frames\match_2\ocr_00898.jpg,,,,,,,,,,,Garchomp,,,,,ocr,,,,,,,,,,,,,,,
1500.5,move_used,Moonblast,0.95,2,match_frames\match_2\ocr_00902.jpg,,,,,,,,,,,Whimsicott,,,,,ocr,,,,,,,,,,,,,,,
1505,hp_change,"Pelipper's HP changed to 42/166. [HP pixel-check: bar fill reads ~0%, disagrees with the 25% recorded here - worth verifying against the reference frame]",0.5,2,match_frames\match_2\ocr_00914.jpg,,,,,,,,,,player,Pelipper,25.3,True,,,,,,,,,,,,,,,,,,
1505,pokemon_fainted,Whimsicott fainted. [reference-frame check: 'Whimsicott' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,2,match_frames\match_2\ocr_00914.jpg,,,,,,,,,,opponent,Whimsicott,,False,,,,,,,,,,,,,,,,,,
1508.0,move_used,Electro Shot,0.95,2,match_frames\match_2\ocr_00917.jpg,,,,,,,,,,,Archaludon,,,,,ocr,,,,,,,,,,,,,,,
1508,field_state,"Field state after Whimsicott fainted, Garchomp was sent out, and Pelipper took damage.",1.0,2,match_frames\match_2\ocr_00915.jpg,2,"Archaludon, Pelipper","Garchomp, Charizard",Rain,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1514,field_state,Initial field state for Turn 1.,1.0,2,match_frames\match_2\ocr_00932.jpg,1,"Archaludon, Pelipper","Whimsicott, Garchomp",Rain,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1519.0,move_used,Hurricane,0.95,2,match_frames\match_2\ocr_00939.jpg,,,,,,,,,,,Pelipper,,,,,ocr,,,,,,,,,,,,,,,
1520,move_used,Whimsicott used a move (visual effect). [move-legality check: 'a move (visual effect)' is not in Whimsicott's known learnset - worth verifying against the source frame] [reference-frame check: 'Whimsicott' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.3,2,match_frames\match_2\ocr_00939.jpg,,,,,,,,,,opponent,Whimsicott,,False,,,,,,,,,,,,,,,,,,
1523,hp_change,Whimsicott's HP dropped to 0%.,1.0,2,match_frames\match_2\ocr_00950.jpg,,,,,,,,,,opponent,Whimsicott,0,True,,,,,,,,,,,,,,,,,,
1526,field_state,"Whimsicott fainted, opponent has one active Pokemon.",1.0,2,match_frames\match_2\ocr_00953.jpg,1,"Archaludon, Pelipper",Garchomp,Rain,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1527.0,pokemon_fainted,Whimsicott fainted,0.95,2,match_frames\match_2\ocr_00955.jpg,,,,,,,,,,opponent,Whimsicott,0,True,,,ocr,,,,,,,,,,,,,,,
1535,turn_start,Start of Turn 2.,0.7,2,match_frames\match_2\ocr_00969.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,move_used,Pelipper used Protect. Text: 'Your side Pelipper is protected!' [move-legality check: 'Protect. Text: 'Your side Pelipper is protected!'' is not in Pelipper's known learnset - worth verifying against the source frame] [reference-frame check: 'Pelipper' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.3,2,match_frames\match_2\ocr_00969.jpg,,,,,,,,,,player,Pelipper,,False,,,,,,,,,,,,,,,,,,
1535,field_state,Pelipper used Protect on Turn 2.,1.0,2,match_frames\match_2\ocr_00969.jpg,2,"Archaludon, Pelipper",Garchomp,Rain,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1542.5,pokemon_sent_out,Charizard sent out,0.95,2,match_frames\match_2\ocr_00986.jpg,,,,,,,,,,,Charizard,,,,,ocr,,,,,,,,,,,,,,,
1543.5,pokemon_sent_out,Charizard! 4 sent out,0.95,2,match_frames\match_2\ocr_00988.jpg,,,,,,,,,,,Charizard,,,,,ocr,,,,,,,,,,,,,,,
1546.5,weather_or_terrain_set,The sunlight turned harsh!,0.95,2,match_frames\match_2\ocr_00994.jpg,,,,,,,,,,,,,,,,ocr,,,,,,,,,,,,,,,
1547,field_state,Initial active Pokemon identified,1.0,2,match_frames\match_2\ocr_00998.jpg,,"Archaludon, Pelipper","Charizard, Garchomp",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,field_state,Archaludon HP and field effects updated from menu,1.0,2,match_frames\match_2\ocr_01004.jpg,,"Archaludon, Pelipper","Charizard, Garchomp",Harsh Sunlight,,,,"Reflect, Light Screen",,,,,,,,,,,,,,,,,,,,,,,
1553,field_state,Archaludon inflicted with Encore,1.0,2,match_frames\match_2\ocr_01008.jpg,,"Archaludon, Pelipper","Charizard, Garchomp",Harsh Sunlight,,,,"Reflect, Light Screen",,,,,,,,,,,,,,,,,,,,,,,
1556,field_state,All active Pokemon HP and field conditions confirmed,1.0,2,match_frames\match_2\ocr_01011.jpg,,"Archaludon, Pelipper","Charizard, Garchomp",Harsh Sunlight,,,,"Reflect, Light Screen",,,,,,,,,,,,,,,,,,,,,,,
1580,turn_start,Assumed start of visible turn 1,0.8,2,match_frames\match_2\ocr_01058.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,field_state,Initial field state for turn 1,,2,match_frames\match_2\ocr_01058.jpg,1,"Archaludon, Pelipper","Charizard, Garchomp",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1583.0,move_used,Earthquake,0.95,2,match_frames\match_2\ocr_01067.jpg,,,,,,,,,,,Garchomp,,,,,ocr,,,,,,,,,,,,,,,
1583,move_used,Used a move (inferred from animation and text) [move-legality check: 'a move (inferred from animation and text)' is not in Charizard's known learnset - worth verifying against the source frame],0.3,2,match_frames\match_2\ocr_01064.jpg,,,,,,,,,,opponent,Charizard,,True,,,,,,,,,,,,,,,,,,
1583,not_very_effective_hit,Move didn't affect Charizard,0.6,2,match_frames\match_2\ocr_01064.jpg,,,,,,,,,,opponent,Charizard,,True,,,,,,,,,,,,,,,,,,
1586,not_very_effective_hit,Move didn't affect Pelipper [reference-frame check: 'Pelipper' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,2,match_frames\match_2\ocr_01071.jpg,,,,,,,,,,opponent,Pelipper,,False,,,,,,,,,,,,,,,,,,
1589,hp_change,"Archaludon took damage [HP pixel-check: bar fill reads ~11%, disagrees with the 62% recorded here - worth verifying against the reference frame] [reference-frame check: 'Archaludon' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.5,2,match_frames\match_2\ocr_01076.jpg,,,,,,,,,,player,Archaludon,61.9,False,,,,,,,,,,,,,,,,,,
1589,field_state,Archaludon's HP changed,,2,match_frames\match_2\ocr_01076.jpg,1,"Archaludon, Pelipper","Charizard, Garchomp",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1592,hp_change,"Archaludon took damage [HP pixel-check: bar fill reads ~0%, disagrees with the 49% recorded here - worth verifying against the reference frame]",0.5,2,match_frames\match_2\ocr_01088.jpg,,,,,,,,,,player,Archaludon,48.7,True,,,,,,,,,,,,,,,,,,
1592,super_effective_hit,Super effective hit on Archaludon [reference-frame check: 'Charizard' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,2,match_frames\match_2\ocr_01088.jpg,,,,,,,,,,opponent,Charizard,,False,,,,,,,,,,,,,,,,,,
1592,field_state,Archaludon's HP changed after super effective hit,,2,match_frames\match_2\ocr_01088.jpg,1,"Archaludon, Pelipper","Charizard, Garchomp",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1592.5,item_or_ability_activated,super effective on Archaludon,0.75,2,match_frames\match_2\ocr_01086.jpg,,,,,,,,,,,Archaludon,,,,,ocr,,,,,,,,,,,,,,,
1598.0,move_used,Weather Ball,0.95,2,match_frames\match_2\ocr_01097.jpg,,,,,,,,,,,Charizard,,,,,ocr,,,,,,,,,,,,,,,
1598,hp_change,"Archaludon's HP dropped to 0 [HP pixel-check: bar fill reads ~12%, disagrees with the 0% recorded here - worth verifying against the reference frame] [reference-frame check: 'Archaludon' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.5,2,match_frames\match_2\ocr_01097.jpg,,,,,,,,,,player,Archaludon,0.0,False,,,,,,,,,,,,,,,,,,
1598,pokemon_fainted,Archaludon fainted [reference-frame check: 'Archaludon' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,2,match_frames\match_2\ocr_01097.jpg,,,,,,,,,,player,Archaludon,,False,,,,,,,,,,,,,,,,,,
1602,hp_change,Pelipper's HP dropped to 0,,2,match_frames\match_2\ocr_01107.jpg,,,,,,,,,,player,Pelipper,0.0,True,,,,,,,,,,,,,,,,,,
1605,field_state,Pelipper fainted. Opponent's Charizard is Mega Charizard Y. Player has one active Pokemon and one empty slot.,1.0,2,match_frames\match_2\ocr_01109.jpg,,Archaludon,"Charizard, Garchomp",Sunny,,False,opponent,,[],,,,,,,,,,,,,,,,,,,,,,
1606.0,pokemon_fainted,Pelipper fainted,0.95,2,match_frames\match_2\ocr_01113.jpg,,,,,,,,,,player,Pelipper,0,True,,,ocr,,,,,,,,,,,,,,,
1607.0,pokemon_fainted,4a Pelipper fainted,0.95,2,match_frames\match_2\ocr_01115.jpg,,,,,,,,,,player,Pelipper,0,True,,,ocr,,,,,,,,,,,,,,,
1607.5,pokemon_fainted,_ Pelipper fainted,0.95,2,match_frames\match_2\ocr_01116.jpg,,,,,,,,,,player,Pelipper,0,True,,,ocr,,,,,,,,,,,,,,,
1610.0,move_used,Electro Shot,0.95,2,match_frames\match_2\ocr_01121.jpg,,,,,,,,,,,Archaludon,,,,,ocr,,,,,,,,,,,,,,,
1617,item_or_ability_activated,Archaludon absorbed electricity!,1.0,2,match_frames\match_2\ocr_01138.jpg,,,,,,,,,,player,Archaludon,,True,,,,,,,,,,,,,,,,,,
1620,item_or_ability_activated,Archaludon's Leftovers activated.,1.0,2,match_frames\match_2\ocr_01139.jpg,,,,,,,,,,player,Archaludon,,True,,,,,,,,,,,,,,,,,,
1623,hp_change,"Archaludon healed by Leftovers. [HP pixel-check: bar fill reads ~17%, disagrees with the 55% recorded here - worth verifying against the reference frame]",0.5,2,match_frames\match_2\ocr_01147.jpg,,,,,,,,,,player,Archaludon,54.8,True,,,,,,,,,,,,,,,,,,
1623,field_state,Archaludon HP updated after Leftovers.,1.0,2,match_frames\match_2\ocr_01147.jpg,,Archaludon,"Charizard, Garchomp",Sunny,,False,opponent,,[],,,,,,,,,,,,,,,,,,,,,,
1626,tailwind,Opposing side's Tailwind petered out.,1.0,2,match_frames\match_2\ocr_01155.jpg,,,,,,,False,,,opponent,,,,,,,,,,,,,,,,,,,,,
1626,field_state,Opponent's Tailwind ended.,1.0,2,match_frames\match_2\ocr_01155.jpg,,Archaludon,"Charizard, Garchomp",Sunny,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1627.5,item_or_ability_activated,tailwind petered out,0.75,2,match_frames\match_2\ocr_01156.jpg,,,,,,,,,,,Celesteela,,,,,ocr,,,,,,,,,,,,,,,
1640.0,move_used,Earthquake,0.95,2,match_frames\match_2\ocr_01181.jpg,,,,,,,,,,,Garchomp,,,,,ocr,,,,,,,,,,,,,,,
1641,move_used,Player's Charizard used a move that didn't affect opponent's Charizard [move-legality check: 'Player's Charizard used a move that didn't affect opponent's Charizard' is not in Charizard's known learnset - worth verifying against the source frame],0.3,2,match_frames\match_2\ocr_01186.jpg,,,,,,,,,,player,Charizard,,True,,,,,,,,,,,,,,,,,,
1647,super_effective_hit,It's super effective on Archaludon!,1.0,2,match_frames\match_2\ocr_01198.jpg,,,,,,,,,,opponent,Archaludon,,True,,,,,,,,,,,,,,,,,,
1647,hp_change,Archaludon HP changed to 80/197,1.0,2,match_frames\match_2\ocr_01198.jpg,,,,,,,,,,pokemon,Archaludon,40.6,,,,,,,,,,,,,,,,,,,
1647,field_state,Initial field state for turn 1 with Archaludon's HP after taking damage,1.0,2,match_frames\match_2\ocr_01198.jpg,1,"Archaludon, Charizard","Charizard, Garchomp",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1650,stat_change,Archaludon's Defense rose!,1.0,2,match_frames\match_2\ocr_01201.jpg,,,,,,,,,,pokemon,Archaludon,,,,,,,,,,,,,,,,,,,,
1652.5,move_used,Weather Ball,0.95,2,match_frames\match_2\ocr_01206.jpg,,,,,,,,,,,Charizard,,,,,ocr,,,,,,,,,,,,,,,
1656,pokemon_fainted,Archaludon fainted,1.0,2,match_frames\match_2\ocr_01216.jpg,,,,,,,,,,pokemon,Archaludon,0.0,,,,,,,,,,,,,,,,,,,
1656,field_state,"Archaludon fainted, player has an empty slot",1.0,2,match_frames\match_2\ocr_01216.jpg,1,Charizard,"Charizard, Garchomp",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1659.0,pokemon_fainted,Archaludon fainted,0.95,2,match_frames\match_2\ocr_01219.jpg,,,,,,,,,,player,Archaludon,0,True,,,ocr,,,,,,,,,,,,,,,
1668,battle_end,Opponent won the match,1.0,2,match_frames\match_2\ocr_01240.jpg,,,,,,,,,,,,,,,opponent,,,,,,,,,,,,,,,,
1020.0,team_preview,"P1 team: Venusaur, Grimmsnarl, Pelipper, Archaludon, Charizard, Basculegion | P2 team: Charizard, Whimsicott, Garchomp, Gardevoir, Maushold, Basculegion  ||  P1 brought: Grimmsnarl, Charizard, Archaludon, Pelipper | P2 brought: Whimsicott, Charizard, Maushold, Garchomp",0.8,2,,,,,,,,,,,both,,,,"2026-07-08: row 3 of the opponent's team-preview roster was misread as 'Dhelmise'/'Galarian Weezing' across different roster-read attempts (both wrong, both got rejected as illegal). User confirmed via direct visual review of the actual team-preview frame (video ~945s) that it is a SHINY Basculegion (Water/Ghost badges match its real typing) - the shiny recoloring is the likely root cause, since it threw off both shape and color-based species matching. opponent_team/illegal_species_detected corrected accordingly. SEPARATE fix same date: opponent_lead was recorded as 'Whimsicott, Charizard', but the actual turn-1 caption at video ~1042s reads 'sent out Maushold the Sociable and Whimsicott!' - the real lead was Whimsicott + Maushold, not Charizard. Corrected to 'Whimsicott, Maushold'. Root cause not yet investigated (separate from the shiny-Basculegion issue - Maushold/Charizard are both normally-colored in this match).",,,"Venusaur, Grimmsnarl, Pelipper, Archaludon, Charizard, Basculegion","Charizard, Whimsicott, Garchomp, Gardevoir, Maushold, Basculegion","Grimmsnarl, Charizard, Archaludon, Pelipper","Whimsicott, Charizard, Maushold, Garchomp","Grimmsnarl, Charizard","Whimsicott, Maushold",[],['Maushold'],,,,,,,
1670.0,battle_end,Player's trainer (Michi) shows 'LOST...' and opponent's trainer shows 'WON!',0.85,2,,,,,,,,,,,opponent,,,,,opponent,,,,,,,,,,,,,,,,
1780,battle_start,,1.0,3,match_frames\match_3\ocr_00001.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,pokemon_sent_out,"Read 'Kingambit' on screen, but that's not in the known roster - reporting closest match, Garchomp. [reference-frame check: 'Garchomp' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,3,match_frames\match_3\ocr_00001.jpg,,,,,,,,,,opponent,Garchomp,,False,,,,,,,,,,,,True,['Kingambit'],,,,,
1781.0,pokemon_sent_out,Blaziken and Kingambit! sent out,0.95,3,match_frames\match_3\ocr_00003.jpg,,,,,,,,,,,Blaziken,,,,,ocr,,,,,,,,,,,,,,,
1782.0,pokemon_sent_out,Blaziken and Kingambit! os sent out,0.95,3,match_frames\match_3\ocr_00005.jpg,,,,,,,,,,,Blaziken,,,,,ocr,,,,,,,,,,,,,,,
1782.5,pokemon_sent_out,Blaziken and Kingambit! Jf eo sent out,0.95,3,match_frames\match_3\ocr_00006.jpg,,,,,,,,,,,Blaziken,,,,,ocr,,,,,,,,,,,,,,,
1786.0,pokemon_sent_out,Grimmsnarl and Charizard sent out,0.95,3,match_frames\match_3\ocr_00013.jpg,,,,,,,,,,player,Grimmsnarl,,True,,,ocr,,,,,,,,,,,,,,,
1786,pokemon_sent_out,[reference-frame check: 'Charizard' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,3,match_frames\match_3\ocr_00010.jpg,,,,,,,,,,player,Charizard,,False,,,,,,,,,,,,,,,,,,
1786,pokemon_sent_out,"Read 'Grimmsnarl' on screen, but that's not in the known roster - reporting closest match, Archaludon. [reference-frame check: 'Archaludon' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,3,match_frames\match_3\ocr_00010.jpg,,,,,,,,,,player,Archaludon,,False,,,,,,,,,,,,True,['Grimmsnarl'],,,,,
1789,turn_start,,1.0,3,match_frames\match_3\ocr_00021.jpg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,field_state,,1.0,3,match_frames\match_3\ocr_00021.jpg,1,"Archaludon, Charizard","Garchomp, Blaziken",,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1825,item_or_ability_activated,Charizard's Charizardite Y is reacting to Michi's Omni Ring! [reference-frame check: 'Charizard' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,3,match_frames\match_3\ocr_00088.jpg,,,,,,,,,,player,Charizard,,False,,,,,,,,,,,,,,,,,,
1835,item_or_ability_activated,Charizard has Mega Evolved into Mega Charizard!,1.0,3,match_frames\match_3\ocr_00112.jpg,,,,,,,,,,player,Charizard,,True,,,,,,,,,,,,,,,,,,
1835,field_state,,1.0,3,match_frames\match_3\ocr_00112.jpg,,"Venusaur, Charizard","Heracross, Blaziken",,,,,,[],,,,,,,,,,,,,,,,,,,,,,
1837.0,weather_or_terrain_set,The sunlight turned harsh!,0.95,3,match_frames\match_3\ocr_00115.jpg,,,,,,,,,,,,,,,,ocr,,,,,,,,,,,,,,,
1838,item_or_ability_activated,The opposing Blaziken's Blazikenite is reacting to ひらたま's Omni Ring!,1.0,3,match_frames\match_3\ocr_00119.jpg,,,,,,,,,,opponent,Blaziken,,True,,,,,,,,,,,,,,,,,,
1847,item_or_ability_activated,The opposing Blaziken has Mega Evolved into Mega Blaziken!,1.0,3,match_frames\match_3\ocr_00138.jpg,,,,,,,,,,opponent,Blaziken,,True,,,,,,,,,,,,,,,,,,
1847,field_state,,1.0,3,match_frames\match_3\ocr_00138.jpg,,"Venusaur, Charizard","Heracross, Blaziken",,,,,,[],,,,,,,,,,,,,,,,,,,,,,
1850,field_state,,1.0,3,match_frames\match_3\ocr_00142.jpg,,"Grimmsnarl, Charizard","Heracross, Blaziken",,,,,,[],,,,,,,,,,,,,,,,,,,,,,
1850.5,move_used,Parting Shot [move-legality check: 'Parting Shot' is not in Grimmsnarl's known learnset - worth verifying against the source frame],0.3,3,match_frames\match_3\ocr_00142.jpg,,,,,,,,,,,Grimmsnarl,,,,,ocr,,,,,,,,,,,,,,,
1853,stat_change,The opposing Blaziken's Attack and Sp. Atk fell!,1.0,3,match_frames\match_3\ocr_00149.jpg,,,,,,,,,,opponent,Blaziken,,True,,,,,,,,,,,,,,,,,,
1853,field_state,,1.0,3,match_frames\match_3\ocr_00149.jpg,,"Grimmsnarl, Charizard","Heracross, Blaziken",,,,,,[],,,,,,,,,,,,,,,,,,,,,,
1861.0,pokemon_sent_out,Archaludon sent out,0.95,3,match_frames\match_3\ocr_00163.jpg,,,,,,,,,,player,Archaludon,,True,,,ocr,,,,,,,,,,,,,,,
1865,pokemon_sent_out,Blaziken sent out.,1.0,3,match_frames\match_3\ocr_00172.jpg,,,,,,,,,,opponent,Blaziken,,True,,,,,,,,,,,,,,,,,,
1865,move_used,Blaziken used Rock Slide.,1.0,3,match_frames\match_3\ocr_00172.jpg,,,,,,,,,,opponent,Blaziken,,True,,,,,,,,,,,,,,,,,,
1865.5,move_used,Rock Slide,0.95,3,match_frames\match_3\ocr_00172.jpg,,,,,,,,,,,Celesteela,,,,,ocr,,,,,,,,,,,,,,,
1867.0,move_used,Rock Slide,0.95,3,match_frames\match_3\ocr_00175.jpg,,,,,,,,,,,Celesteela,,,,,ocr,,,,,,,,,,,,,,,
1868,pokemon_sent_out,Charizard sent out.,1.0,3,match_frames\match_3\ocr_00176.jpg,,,,,,,,,,player,Charizard,,True,,,,,,,,,,,,,,,,,,
1868,field_state,Initial field state for Turn 1.,0.8,3,match_frames\match_3\ocr_00176.jpg,1,"Archaludon, Charizard","Garchomp, Blaziken",,,False,,,,,,,,,,,,,,,,,,,,,,,,,
1874,item_or_ability_activated,Archaludon's Stamina activated.,1.0,3,match_frames\match_3\ocr_00191.jpg,,,,,,,,,,player,Archaludon,,True,,,,,,,,,,,,,,,,,,
1874,stat_change,Archaludon's Defense rose.,1.0,3,match_frames\match_3\ocr_00191.jpg,,,,,,,,,,player,Archaludon,,True,,,,,,,,,,,,,,,,,,
1878.0,move_used,Heat Wave,0.95,3,match_frames\match_3\ocr_00197.jpg,,,,,,,,,,,Charizard,,,,,ocr,,,,,,,,,,,,,,,
1879.0,move_used,Heat Wave,0.95,3,match_frames\match_3\ocr_00199.jpg,,,,,,,,,,,Charizard,,,,,ocr,,,,,,,,,,,,,,,
1880,hp_change,"Read 'Kingambit' on screen, but that's not in the known roster - reporting closest match, Garchomp. [reference-frame check: 'Garchomp' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment]",0.3,3,match_frames\match_3\ocr_00204.jpg,,,,,,,,,,opponent,Garchomp,1,False,,,,,,,,,,,,True,['Kingambit'],,,,,
1880,hp_change,"[HP pixel-check: bar fill reads ~0%, disagrees with the 59% recorded here - worth verifying against the reference frame]",0.5,3,match_frames\match_3\ocr_00204.jpg,,,,,,,,,,opponent,Blaziken,59,True,,,,,,,,,,,,,,,,,,
1880,field_state,Opponent HP changed.,0.3,3,match_frames\match_3\ocr_00204.jpg,1,"Archaludon, Charizard","Garchomp, Blaziken",,,False,,,,,,,,,,,,,,,,,,,,,,,,,
1883,super_effective_hit,It's super effective on the opposing Kingambit (reported as Garchomp). [reference-frame check: 'Charizard' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.3,3,match_frames\match_3\ocr_00207.jpg,,,,,,,,,,player,Charizard,,False,,,,,,,,,,,,,,opponent,,,,
1886,item_or_ability_activated,"Kingambit's Focus Sash activated. Read 'Kingambit' on screen, but that's not in the known roster - reporting closest match, Garchomp.",0.3,3,match_frames\match_3\ocr_00216.jpg,,,,,,,,,,opponent,Garchomp,,True,,,,,,,,,,,,True,['Kingambit'],,,,,
1886,field_state,"Initial field state. Read 'Kingambit' on screen, but that's not in the known roster - reporting closest match, Garchomp.",0.3,3,match_frames\match_3\ocr_00216.jpg,,"Archaludon, Charizard","Garchomp, Blaziken",,,False,,,[],,,,,,,,,,,,,,,,True,['Kingambit'],,,,,
1891.5,move_used,Iron Head,0.95,3,match_frames\match_3\ocr_00224.jpg,,,,,,,,,,,Iron Crown,,,,,ocr,,,,,,,,,,,,,,,
1892.0,move_used,lron Head [move-legality check: 'lron Head' is not in Iron Crown's known learnset - worth verifying against the source frame],0.3,3,match_frames\match_3\ocr_00225.jpg,,,,,,,,,,,Iron Crown,,,,,ocr,,,,,,,,,,,,,,,
1895,not_very_effective_hit,It's not very effective on Archaludon.,1.0,3,match_frames\match_3\ocr_00232.jpg,,,,,,,,,,player,Archaludon,,True,,,,,,,,,,,,,,,,,,
1895,hp_change,"Archaludon's HP changed to 162/197. [HP pixel-check: bar fill reads ~0%, disagrees with the 82% recorded here - worth verifying against the reference frame]",0.5,3,match_frames\match_3\ocr_00232.jpg,,,,,,,,,,player,Archaludon,82.23,True,,,,,,,,,,,,,,,,,,
1895,field_state,"Archaludon's HP changed. Read 'Kingambit' on screen, but that's not in the known roster - reporting closest match, Garchomp.",0.3,3,match_frames\match_3\ocr_00232.jpg,,"Archaludon, Charizard","Garchomp, Blaziken",,,False,,,[],,,,,,,,,,,,,,,,True,['Kingambit'],,,,,
1904,item_or_ability_activated,Blaziken's Speed Boost activated. [reference-frame check: 'Blaziken' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,3,match_frames\match_3\ocr_00248.jpg,,,,,,,,,,opponent,Blaziken,,False,,,,,,,,,,,,,,,,,,
1904,stat_change,The opposing Blaziken's Speed rose! [reference-frame check: 'Blaziken' wasn't found readable anywhere in this photo - the camera may have been pointed elsewhere at this moment],0.5,3,match_frames\match_3\ocr_00248.jpg,,,,,,,,,,opponent,Blaziken,,False,,,,,,,,,,,,,,,,,,
1904,field_state,"Blaziken's Speed rose. Read 'Kingambit' on screen, but that's not in the known roster - reporting closest match, Garchomp.",0.3,3,match_frames\match_3\ocr_00248.jpg,,"Archaludon, Charizard","Garchomp, Blaziken",,,False,,,"[{'pokemon': 'Blaziken', 'stat_changes': {'speed': 1}}]",,,,,,,,,,,,,,,,True,['Kingambit'],,,,,
1907,turn_start,New turn started.,1.0,3,match_frames\match_3\ocr_00257.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,field_state,"New turn, weather set to Harsh Sunlight, HP updated. Read 'Kingambit' on screen, but that's not in the known roster - reporting closest match, Garchomp.",0.3,3,match_frames\match_3\ocr_00257.jpg,,"Archaludon, Charizard","Garchomp, Blaziken",Harsh Sunlight,,False,,,"[{'pokemon': 'Blaziken', 'stat_changes': {'speed': 1}}]",,,,,,,,,,,,,,,,True,['Kingambit'],,,,,
1916,field_state,Initial field state,1.0,3,match_frames\match_3\ocr_00271.jpg,,"Archaludon, Charizard","Garchomp, Blaziken",Harsh Sunlight,,False,,,[],,,,,,,,,,,,,,,,,,,,,,
1947,field_state,Player's move selection screen.,1.0,3,match_frames\match_3\ocr_00337.jpg,,"Archaludon, Charizard","Blaziken, Heracross",Harsh Sunlight,,,,,,player,,,,,,,,,,,,,,,,,,,,,
1953.5,pokemon_sent_out,Mimikyu sent out,0.95,3,match_frames\match_3\ocr_00348.jpg,,,,,,,,,,,Mimikyu,,,,,ocr,,,,,,,,,,,,,,,
1956,pokemon_sent_out,Player recalled Charizard.,1.0,3,match_frames\match_3\ocr_00356.jpg,,,,,,,,,,player,Charizard,,True,,,,,,,,,,,,,,,,,,
